created,text,retwc,hashtag,followers,friends
2021-06-04 21:10:42,"b'RT @Ashley861Ashley: @TheLastLeg ""Brexit-supporting Wetherspoons boss calls for more EU migration #isitok https://t.co/4fNc4tEjyr'",1,isitok,20,91
2021-06-04 21:10:41,"b'RT @georgvh: Norway warns on UK deal ""Before Brexit, Norway had free movement of goods, services, capital and people into the UK through th\xe2\x80\xa6'",118,None,1113,1943
2021-06-04 21:10:39,b'@acgrayling Oh the power of the anti-brexit movement?? I thought it was that rough chilli I had',0,None,2353,1190
2021-06-04 21:10:38,"b'@Ed_Miliband You have embraced Brexit, I am blocking you and David would have made a better LP leader than you. He\xe2\x80\xa6 https://t.co/oKAZ02jcWp'",0,None,4860,3647
2021-06-04 21:10:37,"b""RT @chrisgreybrexit: Brexit means Brexit and we're making a mess of it. New post on my Brexit &amp; Beyond Blog on a new variant in Brexiters'\xe2\x80\xa6""",242,None,5325,4702
2021-06-04 21:10:37,b'RT @JonJonesSnr: Travel to Portugal was stopped at the first sight of rising infections.\n\nTravel to India was kept open to facilitate the s\xe2\x80\xa6',387,None,692,1493
2021-06-04 21:10:34,b'RT @Jon_Danzig: Keep sharing the post. Those who support #Brexit have no valid answer. https://t.co/yEuDuHqZui',11,Brexit,21,118
2021-06-04 21:10:31,b'RT @Renapich: @Jon_Danzig @BremainInSpain @trussliz Brexit Britain is so desperate for trade deals that mediocre deals are presented as maj\xe2\x80\xa6',2,None,213,720
2021-06-04 21:10:30,b'RT @Liberal151: UK we are literally here #brexit #brexit https://t.co/XUo8sYowwL',1,brexit,788,860
2021-06-04 21:10:24,"b'RT @jonlis1: To be clear, it\xe2\x80\x99s good news that the UK has signed a trade deal with Norway and Iceland - but no amount of spin from Liz Truss\xe2\x80\xa6'",220,None,14,20
2021-06-04 21:10:24,b'RT @rdanielkelemen: 31. #BrexitReality @LSEnews study predicts UK exports to EU will drop by more than one-third &amp; total UK trade will drop\xe2\x80\xa6',65,BrexitReality,12838,10940
2021-06-04 21:10:24,"b""RT @youngeuromove: We're delighted to launch the trailer for our #BrexitReality Portraits! \xf0\x9f\x8e\x89\xf0\x9f\x98\x81\n\nIn this series of videos, we will present to\xe2\x80\xa6""",18,BrexitReality,12838,10940
2021-06-04 21:10:24,"b'RT @librareon: Happy #FBPE #FollowBackFriday\n\nEvery day brings new examples of how #Brexit is destroying businesses, livelihoods &amp; breaking\xe2\x80\xa6'",43,FBPE,12838,10940
2021-06-04 21:10:22,"b'RT @Jon_Danzig: A #Brexit bonus! UK has struck a new trade deal with #Norway, #Iceland and #Liechtenstein. It\xe2\x80\x99s a ""massive boost"" says Trad\xe2\x80\xa6'",73,Brexit,21,118
2021-06-04 21:10:22,"b'RT @librareon: Happy #FBPE #FollowBackFriday\n\nEvery day brings new examples of how #Brexit is destroying businesses, livelihoods &amp; breaking\xe2\x80\xa6'",43,FBPE,4127,4998
2021-06-04 21:10:21,"b'RT @ginsolvesitall: I\xe2\x80\x99m not rolling over and embracing Brexit, it\xe2\x80\x99s impacted personally on our family, I\xe2\x80\x99ve seen businesses wrecked &amp; lovel\xe2\x80\xa6'",78,None,2596,5001
2021-06-04 21:10:20,b'@lewis_goodall Lol oh dear how many bitter and sour journos whining over Brexit still? Errr well there is always Young Goodall\xe2\x80\xa6.',0,None,8,148
